"X","rating","location","text"
983,5,"us"," Big Fish Casino I enjoy this casino app and continue having a great time. Thank you for the fun"
984,5,"us"," Yay It's a great game when your bored love it"
985,1,"gb"," Was good but not Like what you have done exclusive robot and the trophy room but pls sort the lag it lags so much I even deleted games to reduce lag but it won't go and I have 18.8giga bytes on my iPod"
986,1,"gb"," Adverts ruin it Deleted due to adverts"
987,5,"au"," GREAT GAME!! Its fun and entertaining yet mind tactics are needed!"
988,5,"gb"," Plumber crack This game is really good and I love the way the graphics are so good cos on ma bb the graphics on free games aren't very good!!!!!"
989,5,"au"," good very  good"
990,3,"au"," Internet connection issues making raiding impossible I will ""lose connection"" to the Internet every time I search for a raid. Sometimes, I will lose connection during a raid, and i relaunch to find I have lost a considerable amount of trophies. There is a net issue that needs addressing."
991,4,"nz"," Addictive Weirdly can't stop playing"
992,2,"nz"," Time waster It starts off too hard to continue playing. Could have been south better if it gave you more to do at the start other then wait for your energy"
993,5,"us"," Cool Cool"
994,5,"au"," Mitchell(1999) A well balanced game. It reminds you of the real thing and plays like the real thing. I like it"
995,5,"au"," I love it This is a great game I love it.but I'm asking if you could make it in Boston and make snow and maybe In Australia.
But one of my favorite so <f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0086><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><U+2764>"
996,5,"us"," Incredible game Best game I've played in a long time. The developers did a terrific job with it!"
997,5,"nz"," Please read supercell!!! 3 new ideas defence dark barracks and spell! Congrats on 2 years, I have been playing for 1 and a half years. I've gotten half my school into the game and they are, HOOKED to it. The new spell should be like a target chooser but only the troop type you choose in your attack and they all go for it. Lvl 1 you can choose 20 of the same troop to move. Lvl 2 could be 25 troops move. Lvl 3 30 troops move to the target. Make it so you upgrade your spell factory to lvl 6 but you can't add another spell, so still 5 spells max. Lab cost for upgrade 8 million. To upgrade spell to lvl 2 costs 5000000. To upgrade to lvl 3 costs 8000000 elixir. Also new dark barracks troop it can in stealth mode when on low health like 20 health. It has 500 health it takes up 15 room it's attack damage is 100 per second after it heals itself up to 100 health and can't do it again. It costs 3250000 to upgrade dark barracks and adds 15 room to it max lvl is lvl 1. It costs per troop 300 dark elixir. Also new defence, spotter short range unlocks at lvl 10 town hall max lvl 1 costs 4000000 gold and you can buy 4 and it's 2x2 room it does 15 damage per second and can affect only that dark barracks troop and pekka and golem (increase hit points of those 2 by 150) it is only single target but very good. Please please please read this supercell and consider it I hope you do. I really love playing this game!"
998,1,"au"," Help! I thought the game data would have been synced with Game Center but when I reinstalled the game (due to glitches), everything was reset.. I kinda want my money back coz I've paid for a bit of stars.. Ok so the glitches I'm experiencing are: 1. I can't call in-game contacts to come for my photo shoots.. The only available contact is my game center friend and they're dating me, so no professional rewards! 2. I can't watch videos to get free stars or money anymore."
999,5,"us"," Awsome It's awsome"
1000,5,"gb"," Ace Such a brilliant game, so addictive"
