"X","rating","location","text"
489,5,"au"," Good Good game, lots like it but its easy, and doesn't need your wallet for life support. 9/10 because no game is perfect ;D"
490,5,"us"," Love it I love this game! The only problem is Willow Pape is always tweeting and getting more fans. I think that we should get to tweet and gain fans too but you have to pay to tweet or you have to earn it by doing something. I think that will make the game a lot better"
491,4,"nz"," Good fun Addictive and fun. Always trying to bet your last score. <f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0080><f0><U+009F><U+0098><U+008A>"
492,4,"us"," Pretty and good Decent pixel art, and simple RPGs mechanics, with mobile style 'village' building."
493,5,"au"," SO ADDICTIVE!! BEST GAME EVER I absolutely love this game and I would play it all the time if I was that free. It is really fun and I like the really cool characters and how you can get tools even when you are harvesting plants it would definitely recommend it and all my friends have gotten really addicted so I love it 5 STARS FOR SURE!!!<f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
494,5,"au"," Best.Game.EVER!!!! AWESOME!!!!!!!!!!!!!! It is sooooo good! Like, seriously, u cant get any decent apps on the iPad anymore! But THIS!!! This is great!!!!! It is seriously the best game that I have ever downloaded!!!!"
495,5,"gb"," Dowmload Best game ever made"
496,4,"us"," Great game Only complaint is that the energy runs out too fast and comes back too slow.. On top of that you have to pay for extra energy.. Yuck"
497,5,"us"," Fun!!!!!! Fun and very addictive"
498,1,"gb"," Angry birds Rubbish!"
499,3,"gb"," Farm It's a gd game but when you run out of resoresis you can't go on and the buildings should b ready now I've been playing this game for about 4months and still no building s"
500,5,"gb"," Good Needs to be faster at loading"
501,4,"nz"," Enjoyable Easy to play.  Don't need to be connected.  Great how you can send items from  and to my farm at FarmVille2."
502,5,"us"," Sub rocks Sub rocks it's fun and all but it takes too long to get boards and suits<f0><U+009F><U+0098><U+009E><f0><U+009F><U+0098><U+0090><f0><U+009F><U+0098><U+0090><f0><U+009F><U+0098><U+0090><f0><U+009F><U+0098><U+0090>"
503,5,"gb"," Beta version ? I give 5* , but the update made the game look like a beta version"
504,5,"gb"," Skater Great enjoyable game!!"
505,5,"us"," Fun!! Highly addictive!!"
506,5,"gb"," Game Great game :)"
507,1,"us"," The worst It wasn't letting me take things off and on the grill,and the cola machine. It wasn't letting me give costomers the food and drinks they wanted"
508,5,"gb"," Great GREAT GAME"
509,4,"us"," Nice I'm a beast"
510,5,"gb"," Girls love he<f0><U+009F><U+0092><U+0096>rts I love this game but I can't seem to get of the Halloween  challenge  can someone tell me how 

Thanks<f0><U+009F><U+0092><U+008B><f0><U+009F><U+0092><U+008C>"
511,5,"au"," Best game ever Best game ever"
512,4,"nz"," Really good game but... This is a really good game but sometimes it doesn't load. You should be able to earn more money like real famous people"
513,5,"au"," Good Good game"
514,5,"us"," Amazing This is the best zombie game I have played awesome new update"
515,4,"au"," Fun Great"
516,5,"nz"," Review Great game!!!!!! Loads of fun!!"
517,1,"gb"," Good game if u have the money Started off as quite good then it gets repetitive in that to advance you either have to pay out with real money and a lot of it or keep playing the same levels to get anywhere. Bit frustrating that you can only really advance by buying upgrades but after the first set you have to use diamonds but seeing as they don't come as freely as the money it really slows u down as the further u get the more you need the upgrades. Save your time and money"
518,5,"gb"," Amazing This game is so good!
A perfect polished mmo rpg.
It needs more recognition by people!!!!!!!!!!!
<f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+008A><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><U+263A><f0><U+009F><U+0098><U+0089><f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+009A><f0><U+009F><U+0098><U+008C><f0><U+009F><U+0098><U+0092><f0><U+009F><U+0098><U+009C><f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008F><f0><U+009F><U+0098><U+008F><f0><U+009F><U+0098><U+0094><f0><U+009F><U+0098><U+0094><f0><U+009F><U+0098><U+0094><f0><U+009F><U+0098><U+0096><f0><U+009F><U+0098><U+00A5><f0><U+009F><U+0098><U+00A5><f0><U+009F><U+0098><U+00B0>
Brill and FREE
GET NOW
GET
IT
HURRY
GET
IT
NOW
NOW
HURRY
QUICK
NOW....

Still not got?
GET IT
NOW

TROL"
519,1,"us"," I will never spend real money again I thought the game was ok at first and spent money little by little and then on my birthday i got a 100$ itunes and since i liked this game alot i bought the 99$ plat package and after it took all my itunes money the PLATNIUM was never given to me"
520,1,"gb"," Rubbish This is hopeless.  If you stop watching halfway through, it doesn't keep your place, as BBC iPlayer does.  You have to start from scratch, watch all eight, yes, eight adverts, then find where you were, watch another eight, yes, eight adverts, and only then can you pick up where you left off."
521,5,"us"," Great game! This is a great game. I enjoy trying to see how much more I can get ahead of the game.  I do wish Grandma and Grandpa would move a little faster:)"
522,5,"gb"," Awesome This game is awesome I started off in June and now my town hall is on lvl5. I really like the part of attacking where you can take loot away. I really wish we could control our troops. Supercell please add this in the next update. I recommend this game"
523,1,"us"," The WORST farming game ever, could be the BEST! Are you kidding me? And energy meter that only holds 20, so you can only do 20 things, there gone, then you can't do anything until the meter fills back up. Unless of course you want to spend a small fortune to play this game at all. If the meter was gone and you were allowed to play at will this could be one of the best farming games to play and has great graphics and items to buy. So very much potential, but you don't see Hay Day having a energy (play) meter! It's almost like you don't want people to play your game???"
524,5,"nz"," Good Awesome! If this game bet real money, could be the best!!!"
525,4,"gb"," Angry bloke Frustratingly leaves you wanting more"
526,5,"nz"," The best thing Best game ever love the farming experience!"
527,1,"nz"," Serious bugs Awesome game but after a while a playing it doesn't count challenges. Need 2 mega rocket in one go... Doesn't count them. Finish running 40,000m doesn't give you new challenge. Needs some work"
528,5,"au"," Shaz Great games ,great people to chat with 
What else could be better? Oh yes I can't see where to send requests from ,I can see I have some but where do,you send them back .thanks it would be very helpful if I knew lol.."
529,5,"gb"," Great It's an a ok game, could be a little better. It's a shame that something's you have to use your diamonds for.. But they are easy to get hold, which is a great thing"
530,5,"gb"," Amazingly Exciter for wrb5"
531,5,"au"," LOL So much fun <U+E415>"
532,5,"us"," Good Good"
533,5,"au"," Addictive!!! Love this game"
534,4,"us"," Suggestion I like the game. What I'd really like to do is to be able to also send out tweets. These tweets could also make other stars lose fans or gain as well as us."
535,4,"nz"," Great game but has started crashing Can't open the game today it starts loading then crashes. Also doesn't work well with game centre. I keep losing my game centre friends and it keeps asking me to log in to Game Center but then says the game centre server can't connect me."
536,5,"gb"," Another great Facebook game ported to iPad :) I was really pleased to see this game on the AppStore. I played this a lot on my laptop but don't use it so much there days, as my iPad does a lot of what I want. 

For those people that are new to the game, it is mostly a memory game, with a bit of a 'criminal' story behind it - it is not CSI! 

Yes, the energy goes down quickly but it is replenished over time. If you play daily, you get bonuses, which include orange juice and crisps that you can swap for energy if you run out. Adding friends will help in the energy department, too."
537,5,"us"," Awesome Awesome and sometimes challenging"
538,5,"gb"," DT2 Brilliant game, graphics and if you want it gore! Had an issue when it kept crashing but have reloaded it now. Try this, you won't be disappointed."
539,5,"gb"," Works Very Well Great App! Without loosing your jacket."
540,5,"gb"," Brilliant game Fantastic!"
541,5,"us"," Skyline skater Awesome"
542,4,"gb"," Good game My son loves the game, new update on colours is good but charging 5 per colour is a little high."
543,5,"nz"," Wicked game!! Wicked!!"
544,5,"nz"," Hay day Awesome fun game that keeps me playing but the only things are that would be cool would be able to search stuff on the newspaper and more animals"
545,5,"nz"," great game!! awesome, very addictive!!"
546,5,"us"," Plumber Crack This game is AWESOME, I let my boyfriend's aunt play and she said that it was addicting. But the girl is really hard and I said to my boyfriend's aunt that the girl is really hard but she already pressed it and then she said the girl is hard and I said that's what I said. Anyways it's so ADDICTING, I love it!!!

                                                                      Love,               
                                                                              Julie Nagel   <3"
547,5,"us"," It's awesome! I love subway surfers it's fun and you don't even have to buy characters with key just the outfits! I can't wait to play the Christmas version of this! It would be awesome if you guys made Christmas outfits for the characters. But everything else is awesome people have to get this game!"
548,5,"au"," Addictive Awesome game :)"
549,4,"us"," Pretty Neat I agree with the review under me but I think you should be able to save the game with your email so much that you can play on different devices and I think if you find energy on different items you should be able to keep it"
550,5,"nz"," Restart How do we restart"
551,5,"us"," Follow me. I'll follow back. Instagram. @natalieeenavarro"
552,4,"au"," Can't connect to Facebook either :-( LOVE this game but can't connect to fb on my iPad and therefore can't sync with my progress on my computer :-( .. also drops out a lot too"
553,5,"us"," Great Lots of fun for everyone."
554,5,"gb"," Candy crush Hooked !!"
555,2,"au"," FarmVille Escape Hi there I'm having problem connecting to facebook,can't open the buy uand sell goods can't sell any goods or request help from friends
Which makes it hard to continue making things for the game cause the barn is getting full.
Could you please fix this?
Thank you
Angie Evangelopoulos"
556,4,"us"," iPhone 6 plus graphic out of frame Hey. I just come here to report an issue with this new update. It's good to have some new levels. Minor issue  that is the iPhone 6 plus will not show the full picture of the game. It's not severe since we can still play the game."
557,5,"gb"," Great game but watch your spending This is one bloody amazing game seriously addictive and as soon as you purchase your 1st £69.99 gold pack that's where the addiction gets worse 
I have a 220 mil account in halo k54 
If you want to be at the top 
Make sure you have a spare 5k plus around 
But apart from that it's amazing and time flys"
558,2,"gb"," Slow and lags Using iPhone 5s. It was really good before but after the update to iOS 8, it has gone really slow. Even reset my phone as a new device but the game still lags. But it's working fine on my iPhone 6. Please fix it."
559,4,"gb"," Fred Quite alright"
560,4,"gb"," Not Bad This is still a good game despite that the levels get hard to quickly, however it is still time consuming but I Would get the paid version instead of this, it's only 69p. If you want to try angry birds to see what it is like then get this first, if you like it then get the full version"
561,5,"au"," Awesome Love it"
562,5,"gb"," The game Sick"
563,1,"us"," No more angry birds It's not angry birds anymore, it's angry user. It's unplayable with all the ads and I removed it."
564,5,"us"," Yo Great game, great app"
565,2,"us"," No good since Halloween update !!! Changed my rating to 2 stars. I'm unable to post on Facebook to receive my earned dollars and coins. The game freezes and crashes often during game play. I can only make posts on Twitter. When using my earned bucks to advance to another level, I am not given allotted amount of crowns to advance. Some when I get the rocket,my character gets hooked up in the ramps which causes me to loose. Play at your own risk and DO NOT MAKE ANY PURCHASES !!! I will NOT be playing anymore since developers will not fix these escalating issues."
566,5,"us"," City story metro Awesome"
567,5,"us"," Ahhh! Love the game but for some reason I am unable to connect to app store from in-game."
568,5,"au"," OMG AMAZING!!! This game is the best game I have played on the App Store I love it and I'm only up to the second tech rank!!!!!!!!!"
569,5,"us"," One problem I love this game but I would love if everyone in the game gets a name change. I have a name that my mom set and I started when I couldn't set a name. My name on <U+FE0F><U+FE0F>clash of clans is J3nn:)69, I'm a guy."
570,5,"au"," Still a winner... Still loving the game, the occasional messages from KKW herself are sweet, the fashion and adventures still engaging. If we can somehow update story lines a little more frequently as once you've completed one it does feel a little like treading water...otherwise still having fun! :)"
571,3,"gb"," Good buttt Great game, but I'm lv12 and still won't let me enter fight type 1 or 2. 

And the lottery thing, fix these and it's bag on, especial for a freebie ( tho I have paid 69p for some more cards )"
572,4,"gb"," Patching issues Been playing this game for some time now and had no issues great game however I went on this morning no problem but when I tried to go on it tonight i click continue and it keeps coming up patching issues and something about the size. Please help as I really enjoy playing and would hate to uninstall."
573,4,"gb"," Addictive Download and try it"
574,5,"au"," 10/10 ruined my life Good gamw"
575,4,"nz"," Cmnjdc Fun and addictive- but you have to buy things or else it's hard to move up levels"
576,2,"gb"," Crashing Can no longer play this as it always crashed on my iPod touch. Mail lies the help line but no reply. Had to delete it now."
577,1,"gb"," Rubbish Rubbish don't wast your time :("
578,5,"us"," For Being Amazing Played the first played the second even funnier than ever"
579,5,"us"," Fun/pointless It's fun but pointless I like to earn those extra mpoints when I'm not nexercising!!"
580,1,"us"," IOS 6 doesn't work I Still Have An iPod 4 and have ios 6 keeps crashing plzzzzx Fix It."
581,5,"gb"," Mr Brilliant"
582,5,"au"," CRAZY!!! Great game very additive only down side is it gets abit pricey <f0><U+009F><U+0098><U+0081>"
583,1,"us"," Ruined by ads The gameplay itself seems it could be great fun but the constant ads just kill the entire experience.  Giving up and deleting..."
584,3,"gb"," Pass the time Not like the PC game but enjoyable all the same. Having to pay cash for imps is annoying."
585,5,"gb"," Add me Please. Add me in the gaming Centre. My nickname is 'ShadowKnight2993'. Im a daily player and i love a challenge"
586,4,"au"," GREAT GAME GREAT GAME"
587,5,"au"," Love it!!!! I love this game it is so funny.<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>"
588,5,"us"," This is a keeper If you like a variety try this one!"
589,4,"gb"," I LOVE Subway Surfers! This game is so addicting! I recommend it to all of my friends, even though all of them all ready have it! The only reason I gave it 4 stars was because when you are flying and you land on the ground, sometimes the jumps are impossible. Except that, FANTASTIC game!"
590,5,"us"," AWSOME Very very very entertaining"
591,1,"gb"," What's it got to do with Instagram This game advertising more followers on Instagram but I don't know how that works"
592,5,"us"," Fun Games It's my favorite slot game!"
593,5,"au"," Angry birds Great!"
594,5,"us"," One of the best games I've ever played And I'm not just saying that for the 3000 gold. It's addicting, fun, and you don't have to pay to win! It's one of the few games I actually play on a daily basis. GREAT JOB ON THIS GAME!"
595,1,"gb"," What's with the update Played this game for months and now this new update. They have Change how spells work and how I now need to defend my dungeon. RUINED THIS GAME EA."
596,5,"us"," FOLLOW FOLLOW ME ON INSTAGRAM! @g_r_e_e_n"
597,1,"au"," WORST GAME EVER Why would you buy a game, that takes forever to load crashes instantly and slows your phone! WORST GAME! DO NOT BUY"
598,4,"gb"," Can't buy gems! Great game however over the past two months I've been unable to buy gems, when I select the amount I want it does nothing. I have reinstalled 4 times but still no affect. Could you please fix this then it will be a 5 star game"
599,3,"gb"," Wow Great fun"
600,5,"nz"," Good Good"
601,3,"nz"," K Freezes too much."
602,5,"us"," Awesome game Good way to waste some time"
603,5,"us"," Addictive Mother of all Skinner Box traps."
604,4,"nz"," Hilarious Very funny. Can get a little repetitive though"
605,5,"us"," Haha So funny needs more Clothes for the people and in a little boy and girl Following mommy and daddy's foot steps"
606,5,"au"," Good Fkskcked"
607,5,"au"," Love it! Only just started and I don't want to stop! Yes some things are expensive but it's called patience <f0><U+009F><U+0098><U+008B> my favourite game :)!!"
608,5,"nz"," Nice Cool game"
609,5,"au"," Good great fun Fun game"
610,4,"nz"," Candy crushed Great game"
611,5,"au"," 5 star Madness!"
612,2,"au"," But face Nooo it keeps crashing for me but I play it for about 5 minutes just fix this bug"
613,5,"au"," Best Game In The App Store CH is incredibly addicting and fun, I love the community and I can't wait for the engine update. Only improvement I can think of; HORSE MOUNTS"
614,4,"us"," Coo Awsome game!!!!"
615,5,"us"," Great! Just as good as on Facebook. Even better maybe, less glitches. Just harder to see on the smaller screen. At least I can get ny free spins even when im not home."
616,2,"au"," Not bad This game is really fun although it's way too easy to loose your diamonds! Every time I press something I have to be careful I don't press the speed-up buttons! Every time I look at my diamonds they are getting lower although I haven't intentionally used any?? Things are also getting really expensive and storage is very limited. Patience is starting to wear thin after level 20....."
617,5,"nz"," Awesum Good"
618,5,"us"," Good Great game keep it up"
619,5,"gb"," Great Game Addictive"
620,1,"gb"," Not compatible with older iPads I play this daily on my desktop but it's not compatible with older iPads"
621,5,"gb"," Hey day is a brilliant game!!! I have played games for many years and have been playing hay day for ages now. It is a really great game!
Lots to do, very addictive, tons of fun, this really is a game you must play."
622,5,"us"," Big Fish the Bomb Way cool!"
623,4,"au"," Addictive Love it. kills time when I'm bored!"
624,3,"us"," Fun but not perfect This game is very fun and addictive. It would've gotten a higher rating but for two major issues. First, there's a glitch with the credits at times which results in either awards being miscounted (winning $1000 but getting only $100 in your coins) or awards being subtracted rather than added.  This is very frustrating, especially on big wins! Second, after the last update, it's almost impossible to win no matter how high or low you bet. Winning is still possible, mind you, but you have to have a big bank to gamble with to get over that ""take everything"" hump."
625,5,"nz"," Fun To Play I play this everyday to zone out and relax."
626,5,"us"," G Nice game"
627,5,"nz"," Addictively Fun!! This games so addictive. Great game :)"
628,5,"au"," Awsome game Best robot fighting game I've ever seen so far go higher make the game the perfect game"
629,5,"nz"," SUPERB Awesome game. Love the announcer, takes game to another level. Overall this is a very good game 10/10 or 5/5"
630,5,"us"," Love <f0><U+009F><U+0098><U+008D> I adore wicked so this feed my obsession, love the story bits between games!"
631,4,"us"," I want that Dino When I linked Facebook to the game for a Facebook reward (a blue Dino, coins, and some power ups) it said I had already authorized Facebook. But when it lead me back to the game it didn't give me the reward bonus. Um??"
632,5,"au"," I LOVE THIS GAME !!!!!!!!! This game is awesome I've had it for years it's so much fun I love the events you get to and win prizes and the best part for me is you don't need Internet to play THIS GAME IS AWESOME !!!!!!!!"
633,5,"us"," Love love game. In my busy and stressful life,  candy crush is the gin in my tonic,  when the kids are in bed."
634,5,"gb"," Cool Game Good game...easy to pick up and play...addictive too"
635,5,"gb"," Little Raiders Good game"
636,5,"us"," RR is Totes Legit!! Tons O fun. Nifty and smart. Dig it. !"
637,5,"au"," Lots of fun and entertainment My kids started playing this and got me hooked."
638,5,"us"," Ok It's good"
639,5,"au"," Awesome game, highly addictive Recommended"
640,5,"au"," Solid ghee Yeah bruh"
641,5,"us"," Amazing!!!!!! This is the best game I have ever played on my phone it's so addicting!!!"
642,2,"nz"," Gameplay This game on IOS 7.0.4 is not up to the standard as before the update, it features special monsters like rager and scientfist coming out of no where and emerging from right behind, during the small mission of seek and destroy, in the mine I was not once but several times surprised at how fast these special monsters come up, also the game slows down a lot during shooting and sometimes the money I earn during seek and destroy, only half of it comes into the bank? What's up with that? I earned 7,043 in money but only got 4 thousand something. I know this because if I had 7 thousand I wouldn't have had to play another mission just to upgrade the tech. Please fix this :) other than that it's an amazing game"
643,5,"au"," Addictive! Too addictive but awesome!"
644,5,"au"," Doubledown Yeah great

Game"
645,4,"us"," Money maker Like some players wrote , this is a big money maker for the developers but there is s way to achieve something with very little financial input. By that I mean, whatever you to spend to get high roller in the casino. In my case it was 125$. Yep that's all I spent. I've been playing for almost a year and I'm at 350m power. Game offers events with items and gold as a reward . The key is to save whatever you have and use it in the right time. After all it a war game so you make your profits in the others.. If you want to be a ""care bear"" obviously this is not a game for you.  There  r some glitches and bugs sometimes server crash but overaly  it's really steady game. 4 stars"
646,4,"gb"," Decent Decent game really"
647,5,"us"," Omg When I do the surveys to her credits I don't get any of the credits that i earned"
648,5,"gb"," : ) An amazing little game"
649,5,"us"," Love it! Fun games lots of credits earned easily!"
650,5,"us"," Addicting! Love this game! Wish energy would load faster and more clothes."
651,1,"au"," Could be better I have enjoyed this app for quite some time. I understand the need to update the app but it appears that no one is actually testing the updated before it is released on us. Since the last update the app has become wildly unstable, I have lost millions of chips due to game crashes. Each of the games is now very slow and crashes often."
652,5,"us"," Very addicting ! I love this game sleep at Night and helps me not to get stressed out so much"
653,5,"au"," Great Game Awesome just Awsome"
654,4,"gb"," New update Cairo Hey guys I didn't even receive the newest update on my iPhone 5s still yet but on the other hand I got the Cairo version on my Samsung a day before pls sort it out asap"
655,5,"au"," Criminal Case It's a really addictive game, great story line, really good game overall, however I do agree wi others the whole energy usage and having to pay money for stars, and logging in with face book is really annoying! Would be nice to just log in once with Facebook invite some friends and then play along!"
656,5,"us"," Fun Love this game. So much fun. Very addictive."
657,5,"us"," Glitch found!! To the left of the fishing shack there is a patch of grass that looks unfinished. Very square and seems like a overseen graphics error. Love the game, no complaints; just wanted the creators to know about the glich."
658,5,"gb"," Fantastic game I'm addicted to ds game. I think it's great. There should be other ways to earn more diamonds. And other shops to buy more items."
659,5,"au"," Great Great game"
660,4,"us"," I enjoy it It's fun"
661,5,"au"," Love It, But... I don't think that buying gold coins should be a quest. My family is poor, and we can't afford to spend money on games. On the plus side, I love the game, and the realistic animals. Btw, one of the quests tells you to grow watermelons, which cost gold coins. However, I have not found any way to earn them. Heads up, please?"
662,4,"gb"," Good game Okay I can tell you mz lots of things about what I think of this game but it would be long !! I'll do a shortened version. 

I love this game ! I've been playing for months and watched many changes been made . Some good some bad but each to their own .

First of all if new players buy a gold package maybe not jump so much . It's 2.99 then 13.99 then 35.99 then 69.99 maybe have more different offers on to let us just top our gold off.  I used to love the casino events ! Gold gold gold ! But now the stupid monster gifts are quite useless. Bring these back !! 

Also every now n then if force closes on me I'm playing on iPad 3 on a very fast connection and sometimes it force closes or becomes leggy this is not good if your under attack!  Your getting there mz just iron out more changes and your get more ppl downloading this game !! Still love not many complaints just reconsider your prices (for the poorer people) and all will be good  always loved game of war spent many sleepless nights because I'm so addicted . 

Keep up the good work"
663,5,"au"," Awesome Awesome because it's with heaps o people an u can play with them"
664,5,"gb"," Brilliant! Love it!"
665,5,"gb"," Great game Good graphics and gameplay. Get downloading!"
666,1,"gb"," Over rated You need energy it looked better than it was"
667,5,"us"," !!!!! It's about time I can log back in to Facebook to play"
668,5,"au"," Fun It's s fun game"
669,5,"au"," Ruth w Enjoyed it at first but now there never seems much to buy. Things like champagne take far too long to make. Not much challenge at the moment. Also I am unable to connect with ""friends"" from facebook. Help please. Oh yes, and sometimes the ""helping hands"" don't turn up!"
670,4,"gb"," Great but... I play on world sulis and everyone is great. LourboyFX is my warrior and I'm loving the new places. I hope u will add boats trips from the docks to places. The thing which needs changed the most is gold drops. It needs to be higher for it takes ages to get gold at a low lvl and low lvled people needs the gold the most. Keep up the brill work ur doing. :D"
671,1,"gb"," I pad frustration Keeps dropping out wont reload just totally frustrating playing in tournaments waste of time . Very disappointing not enjoyable any more.  .. 
 Has asked me to rate this is a minus sign available? Need to rate as one star as will not let me send without rating it  no stars is my rating!"
672,5,"au"," Obsessed <f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F>"
673,4,"nz"," Very addictive Very good gamme but turtle should not die straightway atleast give more powers to use in game"
674,5,"gb"," woo hair styles are too expensive that's the only downfall with this game."
675,4,"au"," Yer Great"
676,4,"us"," 1 flaw Great game very addicting. Only flaw is I don't get the daily spin due to it saying can't connect to store or server."
677,5,"au"," Subway surfers I love the game because it is so challenging"
678,5,"au"," Great Just grabbing items"
679,3,"au"," FARMUP!! The game is pretty good except instructions are non existent apart from at the very beginning when you play for first time. Some areas are puzzling because you don't know what to do. Otherwise not a bad game."
680,5,"gb"," King Awesome game really good worth getting. I just don't agree with some proper wicked games only to be played with Internet/wifi... What about if you don't have all that? But hay good game. :)"
681,5,"gb"," Five star Brilliant"
682,5,"au"," Keeps my 4 yr old entertained for days Great"
683,5,"gb"," Great I love the new design, it's definitely still fun and addictive. The new boards are awesome and super-flashy! Subway Surfers is AWESOME!"
684,4,"us"," Farm up Awesome game"
685,1,"gb"," Won't open This app does not work because location detection is faulty.
Why not use the code from the desk top version which does work from the same IP address?"
686,4,"gb"," Energy, Stars, Free Time The energy doesn't load quick enough, and most times you never have enough to do a task so you lose fans. You also get energy a lot when you have full energy but nine when you need it, I keep getting only two stars on appearances because I never have enough energy and its downgrading the fans I have.
All of the hairstyles, clothes and jewellery are to be bought with stars and we never build up enough, so we can never buy anything new. 
We never have time to go on dates because there are always activities given to us so we can never fulfil getting married but overall good so far. Last thing when you are dating someone if you don't call them in one day they break up with you so you can't get married and move up the top couples list."
687,5,"gb"," Excellent Great time killer."
688,5,"us"," Follow on ig I follow back and like pics <f0><U+009F><U+0098><U+0098>"
689,4,"gb"," Exactly what I wanted... Very fun game, combining a tiny tower type game mixed with a fun little adventure. My only problem is that it has to connect to the servers to play, this would have been a brilliant offline game."
690,1,"us"," Where did my app go?? FIX IT!! I installed the Fall update last week and the app disappeared from my phone!! When I go to the app in the app store now, it has an option to ""open"" the app, but I still have no app on my phone! WTH did it go? Fix it!! It's been over a week now! Ughhhhhh."
691,5,"us"," Addicted I can't stop playing. My favorite game thus far!!"
692,4,"au"," <f0><U+009F><U+0092><U+00A9> It's annoying when u get bad spins every day/ just make us start with 1milliom gosh"
693,4,"nz"," I like Great game but don't believe them when the say they are updating the game and it will only take one hour!"
694,5,"nz"," Love, Love, Love! So good I really enjoy this game!"
695,5,"gb"," Fun Ace game.. Well worth a look"
696,3,"au"," Ok It is ok but I can never sign in.<f0><U+009F><U+0098><U+00B2><f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0091><U+00BF>"
697,5,"nz"," Review Love this game wasnt a massive fan when the first one came out but they improved it so much I just dont want to stop playing!"
698,5,"au"," Awesome :) I love this game! It's fun and addictive, especially to someone like me who gets bored of games easily. I would recommend this to anyone. So give it a go and if you don't like it then you can always delete it afterwards :P what excuse do you have..."
699,5,"au"," OMG Can't believe I haven't played this earlier"
700,5,"gb"," Love it Sooo funnnn! Great gameplay style"
701,5,"au"," Dungeon keeper Awesome,"
702,3,"gb"," Good Enjoyable"
703,5,"nz"," Different in a good way Finally a game that you can pick up and enjoy."
704,5,"gb"," Addictive Love it!!!"
705,5,"au"," Good Really good"
706,5,"nz"," Bugs There is a new bug when you click on machines the options jump across the screen, in the boat area 4 example, hope this makes sense.
Also still need more options for help on the boat, 3 is unfair &impossible alot of the time!!!
Also the new nets take way too long!!! Thanx"
707,5,"au"," Best slots ever Love this slots.. Awesome that same as pokies venues in aus!"
708,3,"us"," Okay. It is a okay game but there is a lot of pop up adds and they always ask you to write a rewiew."
709,5,"us"," awesome!! Fun time at the roulette wheel"
710,5,"us"," Little raiders This dope"
711,5,"us"," Like it, love it Wow,wow,wow. That's all I got to say to this enjoyable game. I love it"
712,2,"au"," Buggy Full of bugs.  Get the wheel of fortune bonus and game shuts down and you lose the win."
713,3,"au"," Has potential Just started, have rated it 3 stars as it prompted me to rate it for a reward. Nice graphics etc. Worth playing - will update rating at a later date"
714,5,"au"," Awesome Love the game it really puts ur skills to the test"
715,4,"us"," FIX IT NOW!!! I love this game but its been crashing me out when i try to get on.-.- T.T"
716,5,"us"," Nice game Good game"
717,5,"gb"," Great Love it"
718,5,"nz"," Awesome Great game relieves boredom seriously!!!"
719,5,"au"," I Like AWESOME GAME!"
720,5,"au"," Awesome Great game."
721,4,"au"," Good but needs a major improvement I love this game and play it on my mums iPhone but I only have a version 3 iPod I have to download an update from itunes to get this game on iPod but update will wipe everything in library and iPod please make it available without having to get the update otherwise great"
722,4,"au"," Good Good game"
723,5,"gb"," It's good Good fun"
724,5,"gb"," Best game ever!! This game is the best game ever and is really good if u are bored, and also it doesn't just stick to one theme it has lots of different themes every month with new characters , hover bored and challenges!! ;) that's why I rate this 5 stars"
725,3,"gb"," Review The game is good and I enjoy playing it :) 
Harry 8"
726,5,"gb"," Fun So much fun, can't stop playing! It's so cute <f0><U+009F><U+0098><U+008B>"
727,5,"nz"," Addictive game Fun game"
728,4,"gb"," Brill Very addictive can't put it down"
729,5,"gb"," Fab Love this app"
730,4,"gb"," Farmville2 Totally addictive"
731,3,"au"," Awesome but a little bit easy later Compare with others, the game has great graphic and colors, and the controlling responses quickly and accurately ,it is one of those games you won't feel frustrated about it along the way, yet the game lacks of further challenges after u get your first 10000 meters , the game just sends those familiar obstacles again and again"
732,1,"us"," Dd casino is a Bust! Down for maintenance a lot. Slow to load often, and often take away chips or ""loses them"" weather you buy them or not. I bought 500,000 chips once .. It loaded them and a hour later they simply vanished. Never got a response from them either. Waste of time."
733,5,"gb"," Subway surfers is only the first game I had !!!<f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> It is the best game ever played it thousands times then you guys .  thank you for making this  game  
Love haillie  xxx"
734,5,"nz"," Scrim Hey awesome game very hard to put down...... Was just wondering if you guys at supercell could put friendly scrims or some where you can vs clan mates or friends from other clans....and search certain players out and clans for war"
735,5,"nz"," Great game Great game. Never stops being awesome."
736,5,"gb"," Good fun Great simple but enjoyable fun"
737,5,"nz"," Addictive Good game"
